,name,country,sector,founded,marketcap,revenue,employees,website,ceo
25419,SPACELEADO 16604993,HARJU MAAKOND TALLINN LASNAM E LINNAOSA L TSA TN A,ADVERTISING AGENCIES,,,,,,
25420,SPACELINEO 12957737,HARJU MAAKOND TALLINN MUSTAM E LINNAOSA EHITAJATE TEE,FORWARDING AGENCIES SERVICES,,,,,,
25421,SPACEMETO 12682004,HARJU MAAKOND TALLINN N MME LINNAOSA R NNAKU PST,OTHER ACTIVITIES AUXILIARY TO FICIAL SERVICES THAT ARE NOT CLASSIFIED ELSEWHERE,,,,,,
25422,SPACENET ENTERPRISES INDIA LTD,INDIA,AUTOMOBILE,1971,,,,,
25423,SPACEPRODUCTIONSOSA HING 11549924,HARJU MAAKOND TALLINN KRISTIINE LINNAOSA PIRNI TN,ORGANISATION OF CONVENTIONS AND TRADE SHOWS,,,,,,
25424,SPACEPROJECTO 12442461,HARJU MAAKOND TALLINN N MME LINNAOSA KALDA TN,OTHER BUILDING COMPLETION AND FINISHING,,,,,,
25425,SPACERABBITO 12416562,VILJANDI MAAKOND MULGI VALD KARKSI K LA KAARE TN,AGENTS SPECIALISED IN THE SALE OF OTHER PARTICULAR PRODUCTS,,,,,,
25426,SPACERHBO 14712856,HARJU MAAKOND VIIMSI VALD VIIMSI ALEVIK HALLI TEE,WHOLESALE OF MEDICAL APPLIANCES AND SURGICAL AND ORTHOPAEDIC INSTRUMENTS AND DEVICES,,,,,,
25427,SPACERUNO 11322617,HARJU MAAKOND TALLINN LASNAM E LINNAOSA SEPAPAJA TN,COMPUTER PROGRAMMING ACTIVITIES,,,,,,
25428,SPACESHIPO 12252190,,,,,,,,
25429,SPACESHUTTLO 14897979,HARJU MAAKOND TALLINN LASNAM E LINNAOSA SEPAPAJA TN,OTHER SOFTWARE PUBLISHING,,,,,,
25430,SPACESOLUTIONBALTICO 11646478,,,,,,,,
25431,SPACESYSO 11135174,J GEVA MAAKOND J GEVA VALD R BISE K LA M ISAMAA,OTHER ELECTRONICAL COMMUNICATIONS SERVICES,,,,,,
25432,SPACETALK,AUSTRALIA,TECHNOLOGY,2000,,7,34,HTTPS://WWW.SPACETALKWATCH.COM/,
25433,SPACETIMEANALYTICSO 16156170,HARJU MAAKOND TALLINN LASNAM E LINNAOSA L TSA TN,COMPUTER PROGRAMMING ACTIVITIES,,,,,,
25434,SPACETRAVELO 16385054,TARTU MAAKOND TARTU LINN TARTU LINN N LUNINI TN,BUSINESS AND OTHER MANAGEMENT CONSULTANCY ACTIVITIES,,,,,,
25435,SPACEVENTUREO 12744272,,,,,,,,
25436,SPACEVISIONO 12109475,,,,,,,,
25437,SPACEX,USA,OTHER,2002,,2000000,18442,HTTPS://WWW.SPACEX.COM/,ELON MUSK
25438,SPACEXEESTIO 12783421,HARJU MAAKOND TALLINN LASNAM E LINNAOSA VALUKOJA TN,RENTAL AND OPERATING OF OWN OR LEASED REAL ESTATE,,,,,,
25439,SPACKMAN ENTERTAINMENT GROUP LTD,SINGAPORE,,,,,,,
25440,SPADACAPITALHOLDINGSO 11389745,,,,,,,,
25441,SPADADVANCEDTECHNOLOGIESO 16549567,,WHOLESALE OF EQUIPMENT USED IN FOOD INDUSTRY AND COMMERCIAL ACTIVITIES,,,,,,
25442,SPADAINVESTO 11006448,V RU MAAKOND V RU LINN ALLIKA TN,OTHER REAL ESTATE MANAGEMENT OR RELATED ACTIVITIES,,,,,,
25443,SPADANAO 14779435,,WATER COLLECTION TREATMENT AND SUPPLY,,,,,,
25444,SPADEMATRONO 11916831,L NE VIRU MAAKOND RAKVERE LINN TUVI TN,LANDSCAPE SERVICE ACTIVITIES,,,,,,
25445,SPADNOUTDELZIO 11663749,,,,,,,,
25446,SPAEXPERTO 14065635,HARJU MAAKOND TALLINN P HJA TALLINNA LINNAOSA T STUSE TN,RETAIL SALE VIA MAIL ORDER HOUSES OR VIA INTERNET,,,,,,
25447,SPAGO NANOMEDICAL AB,SWEDEN,,,,,18,,
25448,SPAGPROGRAMO 14899487,HARJU MAAKOND TALLINN KRISTIINE LINNAOSA KEEMIA TN,ADVERTISING AGENCIES,,,,,,
25449,SPAHEEO 16135802,TARTU MAAKOND TARTU LINN TARTU LINN TIIGI TN B,COMPUTER PROGRAMMING ACTIVITIES,,,,,,
25450,SPAIDEREHITUSOSA HING 11332975,,,,,,,,
25451,SPAIDERO 11887974,,,,,,,,
25452,SPAIKO 10943033,HARJU MAAKOND TALLINN MUSTAM E LINNAOSA S PRUSE PST,CONSTRUCTION OF RESIDENTIAL AND NON RESIDENTIAL BUILDINGS,,,,,,
25453,SPAINCAPO 14492395,HARJU MAAKOND TALLINN LASNAM E LINNAOSA VALUKOJA TN,MANAGEMENT OF REAL ESTATE ON A FEE OR CONTRACT BASIS,,,,,,
25454,SPAINDUSTRYO 16434462,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA VESKIPOSTI TN,WHOLESALE OF PERFUME AND COSMETICS,,,,,,
25455,SPAINESTO 14790879,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA PIRITA TEE,REPAIR OF CONSUMER ELECTRONICS,,,,,,
25456,SPAINSTONEO 12522347,,,,,,,,
25457,SPAIRONO 16416211,HARJU MAAKOND TALLINN MUSTAM E LINNAOSA TILDRI TN,PET CARE SERVICES,,,,,,
25458,SPAKEHITUSEO 11044621,J GEVA MAAKOND P LTSAMAA VALD PUURMANI ALEVIK LEJ E TN,CONSTRUCTION OF RESIDENTIAL AND NON RESIDENTIAL BUILDINGS,,,,,,
25459,SPAKELO 12883996,HARJU MAAKOND KIILI VALD LUIGE ALEVIK KAASIKU TN,OTHER BUILDING COMPLETION AND FINISHING,,,,,,
25460,SPAL AUTOMOTIVE SRL,ITALY,,,,,,,
25461,SPALAXDESIGNO 14763055,,,,,,,,
25462,SPALAXO 11645237,HARJU MAAKOND SAUE VALD SAUE LINN N MMIKU TN,COMPUTER CONSULTANCY ACTIVITIES,,,,,,
25463,SPALIFEBALTICSO 11531054,,,,,,,,
25464,SPALVAU 14030192,P LVA MAAKOND P LVA VALD P LVA LINN J K ISI TN,,,,,,,
25465,SPAMASSAAZO 12376377,HARJU MAAKOND TALLINN LASNAM E LINNAOSA PUE TN,OTHER RETAIL SALE NOT IN STORES STALLS OR MARKETS,,,,,,
25466,SPAMATIASO 12861537,,ACTIVITIES OF SAUNAS SUNBEDS AND MASSAGE SALONS AND OTHER SERVICES RELATED TO PHYSICAL WELL BEING,,,,,,
25467,SPAN PUMPS,INDIA,WASTE MANAGEMENT,1987,800000000,,,,
25468,SPANDANA SPHOORTY FINANCIAL,INDIA,NBFC,1998,530000000,,,,
25469,SPANIDEA,UNITED STATES USA,IT SERVICES CONSULTING,2010,,,,,
25470,SPANISH MOUNTAIN GOLD LTD,CANADA,,,,,,,MR LARRY YAU B SC CA MBA
25471,SPANISHFROMHOMEO 16137623,HARJU MAAKOND KUUSALU VALD PUDISOO K LA M NNIM E,,,,,,,
25472,SPANISHPROJECTBYCATALINAO 16602936,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA TUUKRI TN,LANGUAGE TRAINING,,,,,,
25473,SPANJAARD LTD,SOUTH AFRICA,,,,,92,,MS TRACY NELLY SPANJAARD
25474,SPANWINEO 11940158,,RETAIL SALE OF CLOTHING IN SPECIALISED STORES,,,,,,
25475,SPAPARADICEO 11937247,,,,,,,,
25476,SPAR,AMSTERDAM,FOOD RETAILERS WHOLESALERS,1932,820000000,,,,
25477,SPAR F RS KRINGO 12155251,,,,,,,,
25478,SPAR HYPERMARKETS,INDIA,RETAIL,2007,,,,,
25479,SPAR NORD BANK A S,DENMARK,,,1446000000,501000000,1608,HTTPS://WWW.SPARNORD.DK/,MR LASSE NYBY
25480,SPARC TECHNOLOGIES LIMITED,AUSTRALIA,,,,,,,MR MICHAEL BARTELS
25481,SPAREBANK 1,NORWAY,BANKS FICIAL SERVICES,1996,1340000000,389000000,969,HTTPS://WWW.SPAREBANK1.NO/,
25482,SPAREISO 14366169,P RNU MAAKOND P RNU LINN P RNU LINN SUPELUSE TN,MANUFACTURE OF OTHER METAL STRUCTURES AND PARTS OF STRUCTURES,,,,,,
25483,SPAREKASSEN SJ LLAND FYN A S,DENMARK,,,,,550,,MR LARS PETERSSON
25484,SPAREPARTSANDEQUIPMENTO 12325687,,TRAVEL AGENCY ACTIVITIES,,,,,,
25485,SPARES MX LIMITED,MILLVIEWHOUSELOWSTREET HUSTHWAITE YORK ENGLAND YO QA,,,,,,,
25486,SPARESELLO 12022610,HARJU MAAKOND VIIMSI VALD VIIMSI ALEVIK NELGI TEE,ACCOUNTING BOOKKEEPING AND AUDITING ACTIVITIES TAX CONSULTANCY,,,,,,
25487,SPARETEKNOO 12448214,,WHOLESALE TRADE OF MOTOR VEHICLE PARTS AND ACCESSORIES,,,,,,
25488,SPARETOO 12363920,HARJU MAAKOND TALLINN N MME LINNAOSA M NNIKU TEE,BUYING AND SELLING OF OWN REAL ESTATE,,,,,,
25489,SPARGRISENO 16337061,SAARE MAAKOND SAAREMAA VALD K IGUSTE K LA K IGUSTE SADAM,RESTAURANTS CAFETERIAS AND OTHER CATERING PLACES,,,,,,
25490,SPARIKAUBANDUSEOSA HING 10449474,,TRUSTS FUNDS AND SIMILAR FICIAL ENTITIES,,,,,,
25491,SPARK ENGINEERING,INDIA,AUTOMOBILE,1989,,,,,
25492,SPARK FOUNDRY LIMITED,UNITED KINGDOM,,,,,,,
25493,SPARK INFRASTRUCTURE GROUP,AUSTRALIA,,,,,5400,,MR RICHARD F FRANCIS C A B COM M B A BCOMM CA FAICD MBA MAICD
25494,SPARK MINDA,INDIA,AUTO COMPONENTS,1958,,,,,
25495,SPARK NETWORKS,GERMANY,TECH INTERNET ONLINE DATING,,29830000,,250,,MR ERIC EICHMANN
25496,SPARK NEW ZEALAND,NEW ZEALAND,TELECOMMUNICATION,1987,6220000000,2277000,5224,HTTPS://WWW.SPARKNZ.CO.NZ/,MS JOLIE HODSON
25497,SPARK STONECONCEPTO 12114424,L NE VIRU MAAKOND KADRINA VALD LOOBU K LA SIRELI,OTHER BUSINESS SUPPORT SERVICE ACTIVITIES N E C,,,,,,
25498,SPARK SYSTEMS,SINGAPORE,FINTECH,2016,,1,49,HTTPS://WWW.SPARKSYSTEMS.SG/,
25499,SPARKASSEN IMMOBILIEN,AUSTRIA,,,960000000,,,,
25500,SPARKBESTO 12871823,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA J VILMSI TN,RENTAL AND OPERATING OF OWN OR LEASED REAL ESTATE,,,,,,
25501,SPARKCOGNITION,UNITED STATES,ARTIFICIAL INTELLIGENCE,2013,,,,,
25502,SPARKCORE INVESTMENTO 16265864,HARJU MAAKOND TALLINN HAABERSTI LINNAOSA L IMISE TN,BUSINESS AND OTHER MANAGEMENT CONSULTANCY ACTIVITIES,,,,,,
25503,SPARKDATAO 16298935,HARJU MAAKOND HARKU VALD SUURUPI K LA SOMBRE TEE,FUND MANAGEMENT ACTIVITIES,,,,,,
25504,SPARKDISAINO 12947294,HARJU MAAKOND VIIMSI VALD P RNAM E K LA KUREMARJA TEE,OTHER INFORMATION TECHNOLOGY AND COMPUTER SERVICE ACTIVITIES,,,,,,
25505,SPARKENINVESTO 14937650,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA KOIDU TN,MANUFACTURE OF OTHER ARTICLES OF PAPER AND PAPERBOARD,,,,,,
25506,SPARKFLUENCEO 14854987,P RNU MAAKOND P RNU LINN P RNU LINN ESPLANAADI TN A,AGENTS INVOLVED IN THE SALE OF A VARIETY OF GOODS,,,,,,
25507,SPARKGRIDO 16252910,HARJU MAAKOND L NE HARJU VALD PALDISKI LINN MUULI TN,ADVERTISING AGENCIES,,,,,,
25508,SPARKGRUPPO 12346672,IDA VIRU MAAKOND SILLAM E LINN MERE PST,INSTALLATION OF ELECTRICAL WIRING AND FITTINGS,,,,,,
25509,SPARKITO 11540509,HARJU MAAKOND KOSE VALD KOSE ALEVIK PIKK TN,GENERAL CLEANING OF BUILDINGS,,,,,,
25510,SPARKLEAUTOOSA HING 11444013,,,,,,,,
25511,SPARKLEGEMSANDJEWELLERYO 16582375,,,,,,,,
25512,SPARKLEHOLDINGO 16281685,HARJU MAAKOND HARKU VALD TABASALU ALEVIK KIILI TN,RETAIL SALE OF WATCHES AND JEWELLERY IN SPECIALISED STORES,,,,,,
25513,SPARKLESERVICESO 14926681,,RESTAURANTS CAFETERIAS AND OTHER CATERING PLACES,,,,,,
25514,SPARKLIFEO 14601230,HARJU MAAKOND TALLINN N MME LINNAOSA P RNU MNT,COMPUTER PROGRAMMING ACTIVITIES,,,,,,
25515,SPARKLINE EQUIPMENTS,INDIA,INDUSTRIAL MACHINERY,1990,,,,,
25516,SPARKLINGBEAUTYO 16272752,HARJU MAAKOND SAKU VALD KASEMETSA K LA UUSM E P IK,COMPUTER CONSULTANCY ACTIVITIES,,,,,,
25517,SPARKLINGMARMORO 14555405,P RNU MAAKOND P HJA P RNUMAA VALD KAISMA K LA J RVENIIDU,OTHER PERSONAL SERVICE ACTIVITIES N E C,,,,,,
25518,SPARKLINGSPRINGO 11491248,HARJU MAAKOND SAKU VALD SAKU ALEVIK SAALE,PET CARE SERVICES,,,,,,
25519,SPARKMARO 16573241,P LVA MAAKOND P LVA VALD S SSAARE K LA J RVEOTSA TEE,OTHER PROFESSIONAL SCIENTIFIC AND TECHNICAL ACTIVITIES N E C,,,,,,
25520,SPARKMOTORSO 16029916,HARJU MAAKOND TALLINN P HJA TALLINNA LINNAOSA UUS KALAMAJA TN,COMPUTER PROGRAMMING ACTIVITIES,,,,,,
25521,SPARKMOVEO 16582932,TARTU MAAKOND TARTU LINN TARTU LINN IHASTE P IK,MAINTECE AND REPAIR OF MOTOR VEHICLES,,,,,,
25522,SPARKOFLIGHTO 14638261,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA ROOPA TN,CONSTRUCTION OF RESIDENTIAL AND NON RESIDENTIAL BUILDINGS,,,,,,
25523,SPARKOSO 14006791,P RNU MAAKOND H DEMEESTE VALD LAADI K LA RINGI TEE,OTHER LEGAL ACTIVITIES,,,,,,
25524,SPARKPRODUCTIONO 14852861,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA JUHKENTALI TN,ACTIVITIES OF HOLDING COMPANIES,,,,,,
25525,SPARKPROO 12338046,VILJANDI MAAKOND VILJANDI VALD KOLGA JAANI ALEVIK VILJANDI MNT,ADVERTISING AGENCIES,,,,,,
25526,SPARKSOFTEUROPEO 14185612,HARJU MAAKOND TALLINN LASNAM E LINNAOSA P PINNA TN A,ADVERTISING AGENCIES,,,,,,
25527,SPARKSSSO 12579494,,,,,,,,
25528,SPARKSYSTEMSO 12227766,HARJU MAAKOND TALLINN LASNAM E LINNAOSA PETERBURI TEE F,SUPPORT ACTIVITIES FOR OTHER MINING AND QUARRYING,,,,,,
25529,SPARKTRIOO 10418829,PETERBURI TEE TALLINN CITY HARJU COUNTY,PUBLISHING OF TEXTBOOKS DICTIONARIES AND OTHER ENCYCLOPAEDIAS,,,,,,
25530,SPARKWELDO 16566653,IDA VIRU MAAKOND NARVA LINN LINDA TN,RETAIL SALE VIA MAIL ORDER HOUSES OR VIA INTERNET,,,,,,
25531,SPARKYSPOTO 14865560,,,,,,,,
25532,SPAROFO 12087012,HARJU MAAKOND TALLINN N MME LINNAOSA TURU PLATS,NON SPECIALISED WHOLESALE TRADE,,,,,,
25533,SPARQO 14721602,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA VESIV RAVA TN,RENTAL AND OPERATING OF OWN OR LEASED REAL ESTATE,,,,,,
25534,SPARSE TECHO 14150884,HARJU MAAKOND TALLINN LASNAM E LINNAOSA SEPAPAJA TN,PUBLIC RELATIONS AND COMMUNICATION ACTIVITIES,,,,,,
25535,SPARSH BPO SERVICES,INDIA,BPO,1978,,,,,
25536,SPARSH HOSPITAL,INDIA,HEALTHCARE,2006,,,,,
25537,SPARTA AG,GERMANY,SUPERMARKETS RETAIL FOOD,,1090000000,9200000000,17500,,MR BORIS SARAGAGLIA
25538,SPARTAAKROBAATIKAKLUBI 80292011,HARJU MAAKOND TALLINN LASNAM E LINNAOSA PETERBURI TEE,BUSINESS AND OTHER MANAGEMENT CONSULTANCY ACTIVITIES,,,,,,
25539,SPARTACAPITALO 12974256,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA TARTU MNT,ACTIVITIES OF SPORTS CLUBS FOR THE DISABLED,,,,,,
25540,SPARTACARO 10803875,,OTHER FICIAL SERVICE ACTIVITIES EXCEPT INSURANCE AND PENSION FUNDING N E C,,,,,,
25541,SPARTACUSO 11017201,,,,,,,,
25542,SPARTALOGESTONIAO 14222460,HARJU MAAKOND TALLINN HAABERSTI LINNAOSA OJA TN,OFFICE MANAGEMENT COMBINED SECRETARIAL SERVICES,,,,,,
25543,SPARTAMANO 11327046,HARJU MAAKOND TALLINN P HJA TALLINNA LINNAOSA H RJAPEA TN,FORWARDING AGENCIES SERVICES,,,,,,
25544,SPARTAN DELTA CORP,CANADA,,,,,3000,HTTPS://THESHYFTGROUP.COM/,DR FOTIS KALANTZIS P GEOPH PH D
25545,SPARTANNASH COMPANY,USA,,,920000000,8931000000,14400,HTTPS://WWW.SPARTANNASH.COM/,
25546,SPARTAPOKSIKLUBI 80277313,,,,,,,,
25547,SPARTENTRADEO 11429806,,,,,,,,
25548,SPARTIVENTO GROUP S R L,ITALY,VIAGGI TEMPO LIBERO,,,,5195,,
25549,SPARTIVENTO YACHTS CHARTER,ITALY,TRAVEL LEISURE,2000,,5194630,34,HTTPS://WWW.SPARTIVENTO.IT/,
25550,SPARTOSO 11352357,,MANUFACTURE OF FURNITURE N E C,,,,,,
25551,SPARTRONIXO 14955406,,,,,,,,
25552,SPARVO 12455792,L NE MAAKOND VORMSI VALD HULLO K LA IRJASE,RENTAL AND OPERATING OF OWN OR LEASED REAL ESTATE,,,,,,
25553,SPARX GROUP CO LTD,JAPAN,,,,,180,,MR SHUHEI ABE
25554,SPARX IT SOLUTIONS,INDIA,IT SERVICES CONSULTING,2008,,,,,
25555,SPASEVENO 11358839,HARJU MAAKOND TALLINN KRISTIINE LINNAOSA S PRUSE PST,RETAIL SALE OF SANITARY AND WATER SUPPLY EQUIPMENT AND SUPPLIES,,,,,,
25556,SPASINVESTEESTIO 12611097,HARJU MAAKOND TALLINN N MME LINNAOSA SUUR M NNIKU TN,AGENTS INVOLVED IN THE SALE OF TEXTILES CLOTHING FUR FOOTWEAR AND LEATHER GOODS,,,,,,
25557,SPASOFTWAREO 16267863,,FREIGHT TRANSPORT BY ROAD,,,,,,
25558,SPASSKYO 12820180,IDA VIRU MAAKOND NARVA LINN V GERASSIMOVI TN,OTHER SOFTWARE PUBLISHING,,,,,,
25559,SPATIMEO 14420600,HARJU MAAKOND TALLINN LASNAM E LINNAOSA V IDUJOOKSU TN,RESEARCH AND EXPERIMENTAL DEVELOPMENT ON SOCIAL SCIENCES AND HUMANITIES,,,,,,
25560,SPATIOO 10393087,HIIU MAAKOND HIIUMAA VALD SEPASTE K LA SEPASTE,ACTIVITIES OF SAUNAS SUNBEDS AND MASSAGE SALONS AND OTHER SERVICES RELATED TO PHYSICAL WELL BEING,,,,,,
25561,SPATIXEO 16372809,HARJU MAAKOND TALLINN P HJA TALLINNA LINNAOSA PEETRI TN,OTHER PROFESSIONAL SCIENTIFIC AND TECHNICAL ACTIVITIES N E C,,,,,,
25562,SPAUNAO 16048173,TARTU MAAKOND TARTU LINN TARTU LINN RIIA TN,HOTELS,,,,,,
25563,SPAUTOMO 16243650,HARJU MAAKOND TALLINN KRISTIINE LINNAOSA A H TAMMSAARE TEE,MANUFACTURE OF PREFABRICATED WOODEN BUILDINGS E G SAUNAS SUMMERHOUSES HOUSES OR ELEMENTS THEREOF,,,,,,
25564,SPAZIERO 16341499,HARJU MAAKOND TALLINN KRISTIINE LINNAOSA A H TAMMSAARE TEE,WHOLESALE OF OTHER GENERAL PURPOSE AND SPECIAL PURPOSE MACHINERY APPARATUS AND EQUIPMENT,,,,,,
25565,SPC,,PETROL GAS STATION,,,,,,
25566,SPC GENERAL SERVICE,ITALY,CONSTRUCTION,2011,,6788660,50,HTTPS://SPCSERVICE.IT/,
25567,SPC LIFE SCIENCES,INDIA,CLINICAL RESEARCH,2006,,17,150,HTTPS://WWW.SPCLS.CO.IN/,
25568,SPCG PUBLIC COMPANY LTD,THAILAND,,,,,,,DR WANDEE KHUNCHORNYAKONG JULJARERN
25569,SPD BANK,,BANK,,,,,,
25570,SPEA,VOLPIANO,SEMICONDUCTORS,1976,,17059791,166,HTTPS://WWW.SPEGRA.HR/EN,
25571,SPECIAL PROTECTION GROUP,INDIA,GOVERNMENT,1985,,,,,
25572,SPECIALCENTREOFAEROSPACETECHNOLOGIES BALTICA O 12630924,,,,,,,,
25573,SPECIALE,ITALY,ENERGY,2007,4120000000,4318670,3,HTTP://N/A,
25574,SPECIALISTE BOIS MATERIAUX,FRANCE,CONSTRUCTION,2013,,4,6,HTTPS://WWW.SBM-TBP.COM,
25575,SPECIALITY RESTAURANTS,INDIA,HOSPITALITY,1991,,,,,
25576,SPECIATE AI LLC,UNITED STATES,IT SERVICES CONSULTING,2004,,,,,
25577,SPECTRACURE AB,SWEDEN,,,,,17,,MR HOSNI TEQUE OMEIRAT
25578,SPECTRAL MEDICAL INC,CANADA,HEALTH,2007,,,31,,MR CHRISTOPHER SETO
25579,SPECTRIS,UNITED KINGDOM,SCIENTIFIC AND TECHNICAL INSTRUMENTS,2006,4200000000,1714000,7600,HTTPS://WWW.SPEECHMATICS.COM,MR ANDREW HEATH
25580,SPECTRO ANALYTICAL LABS,INDIA,CLINICAL RESEARCH,1995,,,,,
25581,SPECTRUM ASA,NORWAY,INDUSTRIES,,1232000000,,,HTTPS://WWW.SPECTRUMGEO.COM/,
25582,SPECTRUM BRANDS HOLDINGS,USA,PHARMACEUTICALS BIOTECH,1906,4165000000,2998000000,12100,HTTPS://SPECTRUMBRANDS.COM/,
25583,SPECTRUM CONSULTANTS,INDIA,RECRUITMENT,1995,71320000,,,,
25584,SPEDITION IBOV,GERMANY,TRANSPORT,2013,,3424863,9,HTTP://WWW.SPEDITION-IBOV.DE/,
25585,SPEECHMATICS,UK,TECHNOLOGY,2006,,7161145,90,HTTPS://WWW.SPEECHMATICS.COM/,
25586,SPEED APPAREL HOLDING LTD,HONG KONG,,,,,67,,MR FENG GAO
25587,SPEED TECH,TAIWAN,INDUSTRIAL GOODS,1990,,500,390,HTTPS://WWW.SPEEDTECH.COM.TW/,
25588,SPEEDCAST COMMUNICATIONS INC,UNITED STATES,,,,,1500,,MR ERIC UPDYKE
25589,SPEEDLABS,INDIA,EDUCATION TRAINING,2015,,,,,
25590,SPEEDWAY CAREERS,ENON,RETAIL,1959,,,5000,SPEEDWAY.COM,
25591,SPEEDY HIRE PLC,UNITED KINGDOM,,,,,3339,,MR RUSSELL DOWN
25592,SPENCER,FRANCE,CONVENIENCE STORE SUPERMARKET,2015,,,,,
25593,SPENCER S RETAIL,INDIA,RETAIL,1863,80440000,,,,
25594,SPENDRUPS,STOCKHOLM,BREWERS,1897,,,,,
25595,SPEQTA AB,SWEDEN,,,,,33,,
25596,SPERIDIAN TECHNOLOGIES,US,IT SERVICES CONSULTING,2002,89570000,,,,
25597,SPERO THERAPEUTICS,USA,BIOTECH PHARMACEUTICALS,,100000000,,,,
25598,SPES INGENIERIA Y CONSTRUCCION,SPAIN,CONSTRUCTION,2012,,11,6,HTTPS://SPESIC.ES/,
25599,SPESA INTELLIGENTE SPA,ITALY,WHOLESALE TRADE,1992,,,,,
25600,SPEYSIDE COOPERAGE LIMITED,UNITED KINGDOM,,,,,,,
25601,SPH REIT,SINGAPORE,,2013,2024000000,203000000,,HTTP://WWW.SPHREIT.COM.SG/,
25602,SPHERE 3D,CANADA,SOFTWARE TECH,2011,29150000,9139777,32,HTTPS://WWW.SPHERE-IMMO.COM,MR PETER TASSIOPOULOS
25603,SPHERIA EMERGING COMPANIES LIMITED,AUSTRALIA,,,,,,,
25604,SPHERO,COLORADO,ROBOTICS TOYS,2010,,,,,
25605,SPHINX WORLDBIZ,GERMANY,IT SERVICES CONSULTING,1996,,,,,
25606,SPI ENERGY,USA,RENEWABLE ENERGY ELECTRICITY ENERGY,,38640000,2170000000,3710,,
25607,SPI ENERGY CO LTD,HONG KONG,,,,,78,,MR XIAOFENG PENG
25608,SPIBER,JAPAN,OTHER,2007,4099999999,7714000000,45500,HTTPS://WWW.SPIE.COM/EN,MR GAUTHIER LOUETTE
25609,SPIC DONGFANG ENERGY CORPORATION,CHINA,,,4075000000,1836000000,,HTTP://WWW.ZDTHEBEI.COM/,
25610,SPICE MONEY,INDIA,FICIAL SERVICES,2000,270000000,,,,
25611,SPICEJET,INDIA,AVIATION,2004,270000000,,,,
25612,SPICEJET AIRLINES,,BUDGET AIRLINES,,,,,,
25613,SPICESPACEO 11273480,HARJU MAAKOND TALLINN N MME LINNAOSA P SK LA TN,,,,,,,
25614,SPIE OIL GAS SERVICES,FRANCE,OIL GAS,2004,,,,,
25615,SPIE SA,FRANCE,INDUSTRIES,,,7714000,45500,,
25616,SPIELVEREINIGUNG UNTERHACHING FUSSBALL GMBH CO KGAA,GERMANY,,,,,205,,
25617,SPIFFBET AB,SWEDEN,TECHNOLOGY,2012,,4799358,23,HTTPS://WWW.SPIIDEO.COM,MR HENRICK SVENSSON
25618,SPIN MASTER,CANADA,TOYS AND ENTERTAINMENT,1994,3902000000,2041999,2000,HTTP://WWW.SPINMASTER.COM/,MR MAX RANGEL
25619,SPIN UP,ITALY,ADVERTISING,2017,,4009330,5,HTTPS://SPIN-UP.IT/,
25620,SPIN UP S R L,ITALY,PUBBLICIT MARKETING,,,,4009,,
25621,SPINALONGA RECORDS,ATHENS,MEDIA,2004,,,,,
25622,SPINCO BIOTECH,INDIA,BIOTECHNOLOGY,1981,,,,,
25623,SPINDEX INDUSTRIES LTD,SINGAPORE,,,,,,,
25624,SPINNOVA OYJ,FINLAND,,,,,58,,MR JANNE PORANEN
25625,SPINNY,INDIA,E COMMERCE DIRECT TO CONSUMER,2015,,,,,
25626,SPIRAX SARCO ENGINEERING,UK,INDUSTRIES,1888,10420000000,1759000,85,HTTPS://WWW.SPIRAXSARCOENGINEERING.COM/,NICHOLAS J ANDERSON
25627,SPIRE HEALTHCARE GROUP,UK,,2007,1370000000,1303000,11498,HTTPS://WWW.SPIREHEALTHCARE.COM/,MR JUSTIN J ASH
25628,SPIRIT AEROSYSTEMS,USA,AIRLINES TRAVEL TRANSPORTATION,2005,2810000000,4770000000,16100,HTTPS://WWW.SPIRITAERO.COM/,
25629,SPIRIT AEROSYSTEMS HOLDINGS INC,UNITED STATES,,,,,16100,,MR THOMAS C GENTILE III
25630,SPIRIT REALTY CAPITAL,USA,,2003,5800000000,670000000,840,HTTPS://WWW.SPIRITREALTY.COM,
25631,SPIRIT TECHNOLOGY SOLUTIONS LTD,AUSTRALIA,,,,,,,
25632,SPJ GROUP,INDIA,FMCG,1962,,,,,
25633,SPL INFRASTRUCTURE,INDIA,ENGINEERING CONSTRUCTION,1977,,,203,,
25634,SPLASHTOP,UNITED STATES,INTERNET SOFTWARE SERVICES,2006,,,,,
25635,SPLENDID MEDIEN AG,GERMANY,,,,,101,,DR DIRK SCHWEITZER
25636,SPLIT CAREERS,REDWOOD CITY,COMPUTER SOFTWARE,2015,,,125,WWW.SPLIT.IO,
25637,SPLITSKA BANKA,SPLIT,BANKS,1965,,,,,
25638,SPLUNK,USA,SOFTWARE TECH,2003,14530000000,2673000,7000,HTTPS://WWW.SPLUNK.COM/,GRAHAM SMITH
25639,SPM AUTOCOMP,INDIA,AUTO COMPONENTS,1995,,,,,
