name,country,sector,founded,marketcap,revenue,employees,links,ceo
SAN QUIRICO SPA, ITALY,"FINANCE, INSURANCE, AND REAL ESTATE",2004.0,,,,,
SAN-A,JAPAN,BANKING,1941.0,1087000000.0,1491000.0,2133.0,HTTPS://WWW.SAN-A.CO.JP/,ICHIRO KUBOTA
SAN-EL MÜHENDISLIK ELEKTRIK TAAHHÜT SANAYI VE TICARET A.S.,TURKEY,,,,,101.0,,
SANA BIOTECHNOLOGY,USA,PHARMACEUTICALS BIOTECH ,2018.0,860000000.0,0.0,383.0,HTTPS://SANA.COM/,
SANABIO,GERMANY,CHEMICALS,2012.0,,2.0,7.0,HTTPS://WWW.SANABIO.DE,
SANAI HEALTH INDUSTRY GROUP COMPANY LTD,HONG KONG,,,,,62.0,,MR. SAI CHUEN  WONG
SANAN OPTOELECTRONICS,CHINA,,1993.0,22771000000.0,1830000.0,43000.0,HTTP://WWW.SANAN-E.COM/EN/,ZHI QIANG LIN
SANATHAN TEXTILES, INDIA,FASHION & TEXTILE,2001.0,180000000.0,,,,
SAND MARTIN CONSULTANTS, INDIA,BPO,1984.0,,,,,
SANDEN VIKAS, INDIA,AUTO COMPONENTS,1982.0,,,,,
SANDERSON DESIGN GROUP PLC,UNITED KINGDOM,,,,,600.0,,
SANDERSON FARMS,USA,,1947.0,4203000000.0,4799000.0,17055.0,HTTPS://SANDERSONFARMS.COM/,
"SANDFIRE RESOURCES AMERICA, INC.",CANADA,,2003.0,884000000.0,1026000.0,,HTTPS://WWW.SANDFIRE.COM.AU/,MR. ROBERT  SCARGILL
SANDIP FOUNDATION, INDIA,EDUCATION & TRAINING,2005.0,,,,,
SANDISK,SAN MIGUEL AVENUE,STORAGE DEVICES,1988.0,23280000000.0,11610000000.0,44133.0,HTTP://HOME.SANDVIK/,STEFAN WIDING
SANDISK CAREERS,MILPITAS,SEMICONDUCTORS,1988.0,,,7500.0,WWW.SANDISK.COM,
SANDISK INDIA DEVICE DESIGN CENTRE, UNITED STATES OF AMERICA,HARDWARE & NETWORKING,2005.0,,,,,
SANDMANI GRUPI AS,ESTONIA,,,,,,,
SANDON CAPITAL INVESTMENTS LIMITED,AUSTRALIA,,,,,,,
SANDOZ, GERMANY,PHARMA,1886.0,16329999999.0,4837000000.0,2178.0,HTTPS://WWW.SANTOS.COM/,KEVIN GALLAGHER
SANDS CHINA,MACAO,CONSUMER DISCRETIONARY,2009.0,26724000000.0,2874000.0,26186.0,HTTPS://WWW.SANDSCHINA.COM/,ROBERT GLEN GOLDSTEIN
SANDSTORM GOLD,CANADA,MINING GOLD-MINING ,,1800000000.0,88000000.0,23.0,HTTPS://WWW.SANDSTORMGOLD.COM/,"MR. NOLAN ALLAN WATSON BCOMM, CA, CFA, F.C.A., FCPA"
SANDVIK ASIA, SWEDEN,INDUSTRIAL MACHINERY,1862.0,,,,,
SANDY SPRING BANK,USA,BANKS FINANCIAL-SERVICES ,,1540000000.0,,,,
SANFENG INTELLIGENT EQUIPMENT GROUP,CHINA,,2000.0,983000000.0,990000000.0,,HTTP://WWW.CNSANF.COM/,
SANFORD HEALTH,UNITED STATES,,,,,849.0,,
SANG HING HOLDINGS ,HONG KONG,,,,,225.0,,MS. XUAN  CHENG
SANGACIO JAPAN,JAPAN,FASHION,2015.0,1565000000.0,3.0,3.0,HTTPS://VIA.SANGACIO.COM/,MR. SHOSUKE  YASUDA
SANGAMO THERAPEUTICS,USA,PHARMACEUTICALS ,,540000000.0,110000000.0,431.0,HTTPS://WWW.SANGAMO.COM/,MR. DOUGLAS S. INGRAM
"SANGAMO THERAPEUTICS, INC. CAREERS",BRISBANE,BIOTECHNOLOGY,1995.0,,,350.0,WWW.SANGAMO.COM,
"SANGFOR TECHNOLOGIES, INC.",CHINA,TELECOMMUNICATION ,,100000000.0,,7553.0,HTTPS://WWW.TFZL.COM/,
SANGHI BROTHERS, INDIA,AUTO COMPONENTS,1950.0,220000000.0,,,,
SANGHI CEMENT, INDIA,BUILDING MATERIAL,1985.0,220000000.0,,,,
"SANHUA INTERNATIONAL, INC.",UNITED STATES,,,,,,,
SANIFOAM SÜNGER SANAYI VE TICARET A.S.,TURKEY,,,,,227.0,,
SANITARIUM,ITALY,CEREAL,2010.0,25350000000.0,2.0,58.0,HTTPS://WWW.SANTERIA.MILANO.IT,DR. JOACHIM  KREUZBURG
SANITÄR LEITERMANN,GERMANY,CONSTRUCTION,2006.0,,18569350.0,26.0,HTTP://WWW.SANITAER-LEITERMANN.DE,
SANJAY GHODAWAT INTERNATIONAL SCHOOL, INDIA,EDUCATION & TRAINING,2010.0,,,,,
SANKARA EYE HOSPITAL, INDIA,HEALTHCARE,1977.0,,,,,
SANKARA NETHRALAYA, INDIA,NON-PROFIT,1978.0,,,,,
SANKEI GIKEN, JAPAN,AUTO COMPONENTS,1948.0,1234000000.0,1282000.0,31496.0,HTTPS://WWW.SANKEN-ELE.CO.JP/,MR. KIMIKAZU  NAKAMURA
SANKEY SOLUTIONS,INDIA,TECHNOLOGY,2017.0,,2.0,186.0,HTTPS://SANKEYSOLUTIONS.COM/,
SANKO DIECASTING ,THAILAND,,1973.0,,,95442.0,,MR. RATTAWAT  SUKSAICHOL
SANKO PAZARLAMA ITHALAT IHRACAT ANONIM SIRKETI,TURKEY,,,,,71.0,,
SANKRIN WORLD,SPAIN,RETAIL,2011.0,,6.0,6.0,HTTPS://WWW.SKWORLD.ES,
SANLORENZO S.P.A.,ITALY,LEISURE,1958.0,1475000000.0,,500.0,HTTPS://WWW.SANLORENZOYACHT.COM/,MR. MASSIMO  PEROTTI
SANMARG PROJECTS, INDIA,OIL & GAS,2007.0,,,,,
SANMINA,USA,MANUFACTURING ELECTRONICS TECH TECH-HARDWARE ,1980.0,3540000000.0,6756000000.0,35000.0,HTTPS://WWW.SANMINA.COM/,
SANO BRUNO'S ENTERPRISES LTD,ISRAEL,,,1314000000.0,560000000.0,1150.0,HTTPS://WWW.SANO-INTERNATIONAL.COM/,MR. LIRAN  NSIMI
SANO-TÉCNICA,PORTUGAL,HEALTH,1938.0,,4972658.0,13.0,HTTPS://WWW.SANO-TECNICA.PT/,
SANOFI,FRANCE,CAC-40 PHARMACEUTICALS BIOTECH ,2004.0,124100000000.0,43171000.0,95442.0,,PAUL HUDSON
SANOFI INDIA,INDIA,PHARMACEUTICALS ,1956.0,2875000000.0,366000000.0,3426.0,HTTP://WWW.SANOFIINDIALTD.COM/,
SANOFI PASTEUR, FRANCE,BIOTECH & LIFE SCIENCES,2004.0,,,,,
SANOK RUBBER COMPANY SPÓLKA AKCYJNA,POLAND,FINANCIAL SERVICES,2001.0,9217000000.0,0.0,3381.0,HTTPS://WWW.SANTANDER.PL/,MR. PIOTR  SZAMBURSKI
SANOMA ,FINLAND,MEDIA-PRESS ,,1710000000.0,,,,
SANSIRI PUBLIC COMPANY LTD,THAILAND,,,,,,,MR. SRETTHA  THAVISIN
SANSURE BIOTECH INC.,CHINA,,,3891000000.0,664000000.0,911.0,HTTP://WWW.SANSUREGLOBAL.COM/,
SANSUY SA,BRAZIL,,,,,1609.0,,MR. TOSHIO  NAKABAYASHI
SANTA BARBARA AUTO GROUP CAREERS,SANTA BARBARA,AUTOMOTIVE,2004.0,,,125.0,WWW.SBAUTOGROUP.COM,
SANTA FE GROUP,COPENHAGEN,LOGISTICS,1897.0,,,,,
SANTA MONICA NETWORKS AS,ESTONIA,,,,,,,
SANTACRUZ SILVER MINING LTD,CANADA,,,,,,,MR. CARLOS ALBERTO SILVA RAMOS
SANTAM LTD,SOUTH AFRICA,,1918.0,1945000000.0,1831000000.0,259.0,HTTPS://WWW.SANTAM.CO.ZA/,"MS. LIZE  LAMBRECHTS B.SC., BSC (HONS), EDP, FIA"
SANTANA MINERALS LIMITED,AUSTRALIA,OIL-GAS ENERGY ,,16989999999.0,,3786.0,,"MR. KEVIN THOMAS GALLAGHER B.ENG, FIEAUST, MAICD"
SANTANA MOTOR,LINARES,AUTOMOBILES,1956.0,,,,,
SANTANDER,SPAIN,BANKING AND FINANCIAL SERVICES,1857.0,56330000000.0,78200000000.0,200651.0,,JOSÉ ANTONIO ÁLVAREZ
SANTANDER CONSUMER USA HOLDINGS,USA,,1995.0,12808000000.0,8108000000.0,5576.0,HTTPS://SANTANDERCONSUMERUSA.COM/,MR. MAHESH  ADITYA
SANTANDER POLSKA,POLAND,BANKS FINANCIAL-SERVICES ,,6800000000.0,,,,
SANTEN PHARMACEUTICAL ,JAPAN,PHARMACEUTICALS ,1956.0,3070000000.0,3422000000.0,86.0,HTTPS://WWW.SANWA-HLDGS.CO.JP/ENGLISH/,MR. AKINORI  HIGUCHI
SANTIGADO,PORTUGAL,AGRICULTURAL COMMODITIES,2015.0,,1.0,3.0,,
SANTORINI BREWING COMPANY,SANTORINI,BEVERAGES,2011.0,,,,,
SANTÉ FORMAPRO,FRANCE,HEALTH,2013.0,,3800000.0,21.0,HTTPS://WWW.SANTEFORMAPRO.COM,
SANWA HOLDINGS CORP,JAPAN,,,,,11540.0,,MR. YASUSHI  TAKAYAMA
SANY HEAVY EQUIPMENT INTERNATIONAL HOLDINGS CO LTD,CHINA,INDUSTRIAL MACHINERY,1989.0,4011000000.0,1483000.0,4995.0,HTTP://WWW.SANYHE.COM/,MR. JIAN  QI
SANY HEAVY INDUSTRY,CHINA,CAPITAL GOODS,1994.0,21570000000.0,17600000000.0,24586.0,,HONGFU YU
SANYANG MOTOR CO. LTD,TAIWAN,,,,,,,MS. PIYAJIT  RUCKARIYAPONG
SANYUAN,,MILK,,,,,,
SANZYME, INDIA,BIOTECHNOLOGY,1969.0,,,,,
SAO CARLOS EMPREENDIMENTOS E PARTICIPACOES SA,BRAZIL,,,2059000000.0,1125000000.0,,HTTPS://WWW.SAOMARTINHO.COM.BR/,MR. FELIPE  GÃ³ES
SAP,GERMANY,TECH SOFTWARE DAX ,1972.0,128310000000.0,33200000000.0,105000.0,HTTPS://WWW.SAP.COM/,CHRISTIAN KLEIN
SAP ARIBA, UNITED STATES (USA),SOFTWARE PRODUCT,1996.0,,,,,
SAP SE,WALLDORF,SOFTWARE,1972.0,,,,,
SAPIEGOS KLINIKA,LITHUANIA,HEALTH,2014.0,,1578677.0,24.0,HTTPS://WWW.SAPIEGOSKLINIKA.LT/,
SAPIENS,ISRAEL,IT SERVICES & CONSULTING,1982.0,1090000000.0,,,,
SAPIENS INTERNATIONAL CORPORATION,ISRAEL,,1982.0,1563000000.0,141000000.0,2959.0,HTTPS://WWW.SAPIENS.COM/,MR. RONI  AL-DOR
SAPIENT LIMITED,UNITED KINGDOM,,,,,12800.0,,"MR. STEPHEN ROBERT BINNIE B ACC, B.COM, B.COM., C.A., CA(SA), M.B.A., MBA"
SAPMER,RÉUNION,FINANCIAL SERVICES,1853.0,,,417.0,,MR. ADRIEN DE CHOMEREAU DE SAINT-ANDRÃ©
SAPPHIRE CORP LTD,SINGAPORE,RETAIL,2015.0,,,,,MS. HENG  WANG
SAPPHIRE FOODS INDIA LIMITED,INDIA,CONSUMER CYCLICAL,2000.0,1138000000.0,215000000.0,90.0,HTTPS://WWW.SAPPHIREFOODS.IN/,
SAPPORO,,BEER,,,,,,
SAPPORO HOLDINGS,JAPAN,"FINANCE, INSURANCE, AND REAL ESTATE",2002.0,1720000000.0,3190000.0,7736.0,HTTPS://WWW.SAPPOROHOLDINGS.JP/EN/,
SAPUTO,CANADA,"FOOD, SOFT BEVERAGES, ALCOHOL & TOBACCO",1954.0,10930000000.0,11580000000.0,16800.0,HTTP://WWW.SAPUTO.COM/EN,LINO A. SAPUTO
SAR GROUP, INDIA,FACILITY MANAGEMENT SERVICES,1988.0,4059999999.0,6578000.0,26000.0,HTTPS://WWW.SAVOLA.COM/,
SARACAKIS,ATHENS,AUTOMOBILES & PARTS,1922.0,,,,,
SARACEN MINERAL HOLDINGS,AUSTRALIA,,,4045000000.0,,,HTTPS://WWW.SARACEN.COM.AU/,
SARAIVA LIVREIROS S.A. - EM RECUPERACAO JUDICIAL,BRAZIL,,,,,609.0,,MR. JORGE SARAIVA NETO
SARANA MENARA NUSANTARA,INDONESIA,TELECOMMUNICATION REAL-ESTATE ,,3780000000.0,,,,
SARAS S.P.A.,SARROCH,OIL & GAS EXPLORATION & PRODUCTION,1962.0,,,1687.0,,MR. DARIO  SCAFFARDI
SARASWATI ACCOUNTANTS SOFTWARE, INDIA,IT SERVICES & CONSULTING,1999.0,,,,,
SARATOGA INVESTMENT,USA,ASSET-MANAGEMENT INVESTMENT ,1980.0,300000000.0,701000000.0,840.0,HTTPS://WWW.SAREPTA.COM/,
SARATOVSKIY NEFTEPERERABATYVAYUSCHIY ZAVOD PJSC,RUSSIA,,,,,1929.0,,
SARAVANA BHAVAN,,RESTAURANT,,,,,,
SARAY MATBAACILIK KAGITÇILIK KIRTASIYECILIK TICARET VE SANAYI A.S.,TURKEY,,,3774000000.0,,104.0,,
SARCOS WIND,ITALY,ENERGY,2013.0,,4.0,5.0,HTTPS://WWW.SARCOSWIND.IT,
SARDA METALS & ALLOYS, INDIA,METALS & MINING,1973.0,,,,,
SARDA SOLUTION UNIPERSONALE S.R.L.,ITALY,PRODOTTI AGRICOLI,,,,1589.0,,
SAREUM HOLDINGS PLC,UNITED KINGDOM,"CONSTRUCTION, OIL & GAS OPERATIONS, MINING AND CHEMICALS",1950.0,11190000000.0,15500000000.0,6.0,,DR. TIM J. MITCHELL PH.D.
SARGAM ELECTRONICS, INDIA,RETAIL,1984.0,160000000.0,,,,
SARL AG INVEST,FRANCE,PROPERTY,2009.0,,25306893.0,1.0,HTTPS://WWW.AG-INVEST.NET,
SAROVAR HOTELS & RESORTS, INDIA,HOSPITALITY,1996.0,,,,,
SARSTEDT AG & CO. KG,NÜMBRECHT,HEALTHCARE,1961.0,,719.0,2700.0,WWW.SARSTEDT.COM,
SARTORIUS CAREERS,GOETTINGEN,BIOTECHNOLOGY,1870.0,,,5000.0,WWW.SARTORIUS.COM,
SARTORIUS STEDIM BIOTECH SA,FRANCE,HEALTHCARE,,37550000000.0,,10409.0,,DR. JOACHIM  KREUZBURG
SARVA SHIKSHA ABHIYAN, INDIA,NON-PROFIT,2002.0,,,,,
SARVATRA TECHNOLOGIES, INDIA,FINTECH,2000.0,160000000.0,,,,
SAS AB,SWEDEN,,,1701000000.0,1316000.0,6326.0,HTTPS://WWW.SASGROUP.NET/,MR. ANKO  VAN DER WERFF
SASA POLYESTER,TURKEY,CHEMICALS ,1966.0,12470000000.0,806000000.0,4022.0,HTTPS://WWW.SASA.COM.TR/,
SASKEN, INDIA,IT SERVICES & CONSULTING,1989.0,,,,,
SASMOS,INDIA,AEROSPACE & DEFENCE,2007.0,,66.0,433.0,HTTPS://WWW.SASMOS.COM/,FLEETWOOD GROBLER
SASOL ITALY SPA, ITALY,MANUFACTURING,1957.0,,,,,
SASSEUR REAL ESTATE INVESTMENT TRUST,SINGAPORE,,,,,,,
SASSI EDITORE,ITALY,MEDIA,2006.0,,4.0,16.0,HTTPS://WWW.SASSIJUNIOR.COM,
SAT-7,NICOSIA,BROADCASTING & ENTERTAINMENT,1995.0,2490000000.0,,11900.0,,MR. TEE HEONG MOK
SAT. SERVICES,GERMANY,SUPPORT SERVICES,2012.0,,2.0,41.0,HTTPS://WWW.SAT-SERVICES.EU/,
SATA VIKAS INDIA, INDIA,AUTO COMPONENTS,2007.0,,,,,
SATCOM SYSTEMS LTD,ISRAEL,,,,,73.0,,
SATELLESPALLENEOÃŒ(16247576),                        HARJU MAAKOND TALLINN KESKLINNA LINNAOSA J. VILMSI TN 47 10115                            ,"BOOKKEEPING, TAX CONSULTING",,,,,,
SATELLITE CHEMICAL,CHINA,CHEMICALS,1991.0,,4400000000.0,3409.0,,
SATELLOGIC,USA,AEROSPACE ,,310000000.0,,,,
SATGURU TRAVELS AND TOUR SERVICES, UNITEDARABEMIRATES,TRAVEL & TOURISM,1989.0,,,,,
SATHAVAHANA ISPAT, INDIA,IRON & STEEL,1989.0,,,,,
SATIN CREDITCARE NETWORK, INDIA,NBFC,1990.0,,,,,
SATISPAY,ITALY,FINTECH,2013.0,2809000000.0,,,HTTP://WWW.ST-SAT.COM/,
SATIXFY COMMUNICATIONS,ISRAEL,IOT TECH TECH-HARDWARE NETWORKING-HARDWARE ,1989.0,600000000.0,2300000000.0,1596.0,HTTPS://WWW.SBASITE.COM/,JEFFREY A. STOOPS
SATNAM GLOBAL INFRA PROJECTS, INDIA,ELECTRONICS MANUFACTURING,1987.0,,,,,
SATTRIX INFORMATION SECURITY, INDIA,IT SERVICES & CONSULTING,2013.0,,,,,
SATURNO APPALTI,ITALY,CONSTRUCTION,2014.0,,3993782.0,27.0,HTTP://WWW.SATURNOAPPALTI.COM/,
SATYA MICROCAPITAL, INDIA,FINANCIAL SERVICES,2016.0,,,,,
SATYAM VENTURE ENGINEERING SERVICES, INDIA,ENGINEERING & CONSTRUCTION,2000.0,,,,,
SATYESH BRINECHEM, INDIA,CHEMICALS,2014.0,,,,,
"SAUCONY, INC.",UNITED STATES,,,,,,,
SAUD BAHWAN GROUP, OMAN,AUTOMOBILE,1975.0,,,,,
SAUDI ADVANCED INDUSTRIES COMPANY,SAUDI ARABIA,AVIATION,1981.0,1749000000.0,323000000.0,24700.0,HTTP://WWW.SAUDIACATERING.COM/,PROF. HASSAN ABDULLAH DURAR ALI AL-SOMALI
SAUDI ARABIAN MINING,RIYADH,,,45000000000.0,,,,MR. ROBERT G. WILT
SAUDI ARAMCO,DHAHRAN,OIL AND GAS,1933.0,59470000000.0,16899999999.0,23780.0,HTTPS://WWW.STC.COM.SA/,OLAYAN MOHAMMED AL-WETAID
SAUDI BRITISH BANK,SAUDI ARABIA,BANKING,1978.0,18849000000.0,2400000000.0,5288.0,HTTPS://WWW.SABB.COM,ANTHONY WILLIAM CRIPPS
SAUDI CERAMIC COMPANY,SAUDI ARABIA,UTILITIES,2000.0,25550000000.0,18500000000.0,37769.0,HTTPS://WWW.SE.COM.SA,MR. MAJID  BIN ABDULLAH AL ESSA
SAUDI ELECTRICITY,SAUDI ARABIA,UTILITIES,2000.0,,18500000000.0,,,FAHAD BIN HUSSEIN AL-SUDAIRI
SAUDI PHARMACEUTICAL INDUSTRIES AND MEDICAL APPLIANCES CORP,SAUDI ARABIA,,,1464000000.0,579000000.0,,HTTP://WWW.SADAFCO.COM/,MR. MARIANO ARMENGOL LAMAZARES
SAUDI TELECOM COMPANY (STC),SAUDI ARABIA,,1998.0,,16911000.0,,,MICHAEL F. MAHONEY
SAUER FLUGMOTORENBAU,OBER-OLM,AEROSPACE,,,,,,
SAUL CENTERS,USA,REIT REAL-ESTATE INVESTMENT ,1993.0,1350000000.0,239000000.0,,HTTP://WWW.SAULCENTERS.COM,
SAULTECH TECHNOLOGY CO. LTD,TAIWAN,,,,,80.0,,
SAUNDERS INTERNATIONAL LIMITED,AUSTRALIA,,,,,213.0,,MR. MARK  BENSON
SAURER INTELLIGENT TECHNOLOGY,CHINA,,,918000000.0,,,HTTPS://SAURER.COM/EN/,
SAV-ECO PACKAGING LTD,UK,INDUSTRIAL GOODS,2014.0,1430000000.0,16923940.0,165.0,HTTPS://SAV-ECO.COM/,
SAVA HEALTHCARE, INDIA,PHARMA,2003.0,,,,,
SAVAGE X FENTY,UNITED STATES,E-COMMERCE & DIRECT-TO-CONSUMER,2018.0,,,,,
SAVAIT,ITALY,ECOMMERCE,2015.0,,2108040.0,5.0,HTTPS://WWW.SAVAIT.COM/,
SAVANNAH ENERGY PLC,UNITED KINGDOM,,,,,211.0,,MR. ANDREW ALLISTER KNOTT
SAVARIA CORPORATION,CANADA,,,1074000000.0,508000000.0,2300.0,HTTPS://WWW.SAVARIA.COM/,MR. MARCEL  BOURASSA
"SAVE FOODS, INC.",ISRAEL,,,,,2.0,,MR. ORI  GILBOA
SAVE THE CHILDREN, UNITED STATES (USA),NON-PROFIT,2008.0,,,,,
SAVEETHA UNIVERSITY, INDIA,EDUCATION & TRAINING,1988.0,,,,,
SAVELEND GROUP AB ,SWEDEN,,,,,62.0,,MR. LUDWIG  PETTERSSON
SAVENCIA FROMAGE & DAIRY,FRANCE,[NAN],,920000000.0,6350000000.0,21927.0,,
SAVENCIA SA,FRANCE,,,965000000.0,5608000000.0,21021.0,HTTPS://WWW.SAVENCIA-FROMAGEDAIRY.COM/EN/,MR. ROBERT  BRZUSCZAK
SAVERONE 2014,ISRAEL,TECH ,,6580000.0,,,,
SAVILLS,UK,REAL ESTATE,,1640000000.0,0.0,,HTTPS://WWW.SAVILLS.COM/,
SAVILLS INVESTMENT MANAGEMENT SOCIETA' DI GESTIONE DEL RISPARMIO SPA,ITALY,,,,,,,
SAVISTA GLOBAL SOLUTIONS, UNITED STATES (USA),ANALYTICS & KPO,2021.0,,2310000000.0,1596.0,,MR. JEFFREY A. STOOPS
SAVOR LTD,NEW ZEALAND,,,,,,,
SAVOSOLAR OYJ,FINLAND,,,,,34.0,,MR. JARI  VARJOTIE
SAVVY CAREERS,BROOKLYN,REAL ESTATE,2019.0,,,25.0,WWW.SAVVYSCREEN.COM,
SAVVY INVESTOR,UK,FINTECH,2012.0,,1622966.0,17.0,HTTPS://WWW.SAVVYINVESTOR.NET,
SAWAI GROUP HOLDINGS CO. LTD,JAPAN,,,1698000000.0,1678000.0,3003.0,HTTPS://WWW.SAWAIGROUP.HOLDINGS/,MR. MITSUO  SAWAI
SAWANG EXPORT PUBLIC COMPANY LTD,THAILAND,BANKS FINANCIAL-SERVICES ,,11290000000.0,,,,MR. NUTTAPHONG  KUNAKORNWONG
SAXO BANK, DENMARK,BANKING,1992.0,,,,,
SAXO GROUP INDIA, DENMARK,INVESTMENT BANKING / VENTURE CAPITAL / PRIVATE EQUITY,1998.0,,,,,
SAY YENILENEBILIR ENERJI EKIPMANLARI SANAYI VE TICARET A.S.,TURKEY,,,,,212.0,,
SAYA HOMES, INDIA,REAL ESTATE,2000.0,,,,,
SAYONA MINING LIMITED,AUSTRALIA,,,,,,,MR. BRETT LAURENCE LYNCH
SB INVESTMENT ADVISERS (UK) LIMITED,UNITED KINGDOM,,,,,,,
SB SUPPLY,THE NETHERLANDS,ECOMMERCE,2011.0,,4363977.0,9.0,HTTPS://WWW.SBSUPPLY.NL/,
SBAMM S.R.L.,ITALY,BENI PERSONALI,,,,2852.0,,
SBANKEN ASA,NORWAY,,,1246000000.0,204000000.0,,HTTPS://SBANKEN.NO/,
SBERBANK,RUSSIA,BANKING,1841.0,46990000000.0,57370000000.0,287866.0,HTTPS://WWW.SBERBANK.RU/,HERMAN OSKAROVICH GREF
SBF AG,GERMANY,FINTECH,2014.0,,7065436.0,219.0,HTTPS://DE.SCALABLE.CAPITAL,
SBFC FINANCE, INDIA,FINANCIAL SERVICES,2017.0,9010000000.0,10378000000.0,17466.0,HTTPS://WWW.SBILIFE.CO.IN/,MAHESH KUMAR SHARMA
SBG HOLDING SPA IN FORMA ABBREVIATO SBG HOLDING SPA,ITALY,,,,,,,
SBI CARD,,[NAN],,9010000000.0,1200000000.0,3774.0,,
SBI CARDS & PAYMENT SERVICES, INDIA,FINTECH,1998.0,11714000000.0,1081000000.0,,HTTPS://WWW.SBICARD.COM/,
SBI CREDIT CARD COLLECTION,,FINANCIAL SERVICES,,,,,,
SBI GENERAL INSURANCE, INDIA,INSURANCE,2009.0,16149999999.0,,,,
SBI HOLDINGS,JAPAN,DIVERSIFIED FINANCIALS,1999.0,6067000000.0,5572000.0,9209.0,HTTP://WWW.SBIGROUP.CO.JP/,YOSHITAKA KITAO
SBL, INDIA,IT SERVICES & CONSULTING,2005.0,,,,,
SBL KNOWLEDGE SERVICES, INDIA,IT SERVICES & CONSULTING,2005.0,,,,,
SBM LIFE SCIENCE LTD,UNITED KINGDOM,,,,,25.0,,PROF. LINDY GILLIAN DURRANT PH.D.
SBM OFFSHORE,SCHIEDAM,OIL EQUIPMENT & SERVICES,1965.0,2871000000.0,3672000000.0,4507.0,HTTPS://WWW.SBMOFFSHORE.COM/,MR. BRUNO Y. R. CHABAS
SBS TRANSIT LTD,SINGAPORE,,,,,10534.0,,MR. SIAK KIAN  CHENG
SCA,SWEDEN,PAPER,1929.0,,2190000000.0,3373.0,,ULF ÖRJAN LARSSON
SCA INVESTMENTS (GOUSTO)*,UNITED KINGDOM,TECHNOLOGY,2012.0,,55.0,266.0,HTTPS://WWW.GOUSTO.CO.UK/,
SCALADO,LUND,SOFTWARE,2000.0,,,,HTTPS://SCALE.COM/,
SCALE AI,UNITED STATES,ARTIFICIAL INTELLIGENCE,,,,,,
SCALEFOCUS,BULGARIA,TECHNOLOGY,2012.0,,33137857.0,730.0,HTTPS://WWW.SCALEHUB.COM,
SCALER ACADEMY, INDIA,EDTECH,2019.0,,,,,
SCALER BY INTERVIEWBIT,INDIA,EDUCATION,2016.0,,31.0,594.0,HTTPS://WWW.INTERVIEWBIT.COM/,
SCALES CORP LTD,NEW ZEALAND,,2014.0,,,2780.0,,MR. ANDREW JAMES BORLAND
SCALIA GROUP,ITALY,RETAIL,1996.0,10160000000.0,2.0,24.0,HTTPS://WWW.SCALIAGROUP.COM,MR. PETER KENNETH ALLEN
SCAN SHIPPING OU,ESTONIA,,,,,,,
SCANBOT / DOO GMBH,GERMANY,TECHNOLOGY,2011.0,,2831100.0,23.0,HTTPS://SCANBOT.IO,
SCANDI STANDARD AB,SWEDEN,,,,,3000.0,,MR. OTTO  DRAKENBERG
SCANDIC HOTELS,STOCKHOLM,HOTELS,1963.0,,,,,
SCANDINAVIAN BRAKE SYSTEMS A/S,DENMARK,TOBACCO ,1961.0,1450000000.0,1107000.0,160.0,HTTPS://WWW.ST-GROUP.COM/,MR. MADS BONDE HANSEN
SCANDINAVIAN TOBACCO GROUP,COPENHAGEN,TOBACCO,1961.0,,,,,
SCANDINAVIANSPAREPARTSOÃŒ(12176158),                        HARJU MAAKOND TALLINN MUSTAMÃ¤E LINNAOSA LAKI TN 30-302/3 12915                            ,BUSINESS AND OTHER MANAGEMENT CONSULTANCY ACTIVITIES,,,,,,
SCANDIT,SWITZERLAND,"SUPPLY CHAIN, LOGISTICS, & DELIVERY",2009.0,,,1739.0,,MR. MARC  AESCHLIMANN
SCANFIL OYJ,FINLAND,,,,,3282.0,,
SCANIA AB,SÖDERTÄLJE,AUTOMOBILES,1891.0,,,,,
SCANSOURCE,USA,[NAN],,760000000.0,3610000000.0,2700.0,,
SCARAB RESEARCH,BUDAPEST,SOFTWARE,2009.0,,,,,
SCATEC SOLAR,NORWAY,ENERGY,2007.0,2546000000.0,164.0,184.0,HTTPS://WWW.SCATECSOLAR.COM,
SCB (SIAM COMMERCIAL BANK),THAILAND,,,9970000000.0,,,,
SCC INFRASTRUCTURE, INDIA,ENGINEERING & CONSTRUCTION,1994.0,3201000000.0,686000000.0,,HTTPS://WWW.SCHAEFFLER.CO.IN/,
"SCENTAIR TECHNOLOGIES, LLC",UNITED STATES,BUILDING-MATERIALS ,,1220000000.0,1273000.0,870.0,HTTPS://WWW.SCHWEITER.CH/,
SCHAEFFLER,GERMANY,CONSUMER DURABLES,1905.0,4760000000.0,16399999999.0,82981.0,HTTPS://WWW.SCHAEFFLER.COM/,KLAUS ROSENFELD
SCHAEFFLER INDIA ,INDIA,MANUFACTURING ,,5150000000.0,,,,
SCHAFFER CORPORATION LIMITED,AUSTRALIA,,,,,900.0,,
SCHALLER GUITARENPARTS,POSTBAUER-HENG,RECREATIONAL PRODUCTS,1945.0,,,,,
SCHALTBAU HOLDING AG,GERMANY,INDUSTRIAL MANUFACTURING,1985.0,24020000000.0,837.0,3001.0,WWW.SCHATTDECOR.DE,DR. JURGEN  BRANDES
