name,country,sector,founded,marketcap,revenue,employees,links,ceo
DREAM GAMES,TURKEY,MOBILE & TELECOMMUNICATIONS,2019.0,,,,,
DREAM IMPACT TRUST,CANADA,REAL-ESTATE INVESTMENT REIT ,2012.0,2763000000.0,222000000.0,,HTTP://WWW.DREAM.CA/INDUSTRIAL/,MR. BRIAN D. PAULS
DREAM INDIA SCHOOLS, INDIA,EDUCATION & TRAINING,2013.0,,,,,
DREAM11,INDIA,INTERNET SOFTWARE & SERVICES,2007.0,,,,,
DRECOM,JAPAN,VIDEO-GAMES ENTERTAINMENT TECH ,2014.0,170000000.0,,,,
DREHER BREWERY,BUDAPEST,BREWERS,1854.0,,,,,
DREISSIGACKER WEIN,GERMANY,FOOD & BEVERAGE,2013.0,800000000.0,2.0,8.0,HTTPS://WWW.DREISSIGACKER-WEIN.DE,
DREMIO,UNITED STATES,DATA MANAGEMENT & ANALYTICS,2015.0,,,,,
DRESDNER BANK,FRANKFURT,BANKS,1872.0,,,,,
"DREWLOONG PRECISION, INC.",TAIWAN,,,,,,,
DREYER’S,,ICE-CREAM,,,,,,
DRFIRST CAREERS,ROCKVILLE,HOSPITAL & HEALTH CARE,2000.0,,,350.0,WWW.DRFIRST.COM,
DRIL-QUIP,USA,OIL-GAS OIL-GAS-EQUIPMENT-SERVICES ,2007.0,950000000.0,2157000000.0,2667.0,HTTPS://WWW.DROPBOX.COM/,
DRILLCON AB,SWEDEN,,,,,204.0,,
DRILLING CO OF 1972 A-S-THE,DENMARK,,,1689000000.0,1267000.0,2481.0,HTTPS://WWW.MAERSKDRILLING.COM/,
DRILLMEC SPA,ITALY,,,,,,,
DRINKIFY OU,ESTONIA,,,,,,,
DRIP CAPITAL, UNITED STATES,FINANCIAL SERVICES,2014.0,,,,,
DRIPLEX WATER ENGINEERING, INDIA,WASTE MANAGEMENT,1974.0,,,,,
DRIVE INDIA ENTERPRISE SOLUTIONS LIMITED (DIESL), INDIA,LOGISTICS,2003.0,,,,,
DRIVE SHACK,USA,[NAN],,40190000.0,300000000.0,3370.0,,
DRIVE YELLO,AUSTRALIA,TRANSPORT,2015.0,,7.0,60.0,HTTPS://WWW.DRIVEYELLO.COM/,MR. OLEG  VORNIK
DRIVEN BRANDS,USA,,1972.0,4730000000.0,1467000.0,4900.0,HTTPS://WWW.DRIVENBRANDS.COM/,
DRIVENETS,ISRAEL,INTERNET SOFTWARE & SERVICES,2015.0,,,,,
DRN INFRASTRUCTURE, INDIA,POWER,1983.0,,,,,
DROEGE INTERNATIONAL GROUP AG,DÜ ELDORF,PROFE IONAL SERVICES,1988.0,,13137.0,58500.0,WWW.DROEGE-GROUP.COM,
DRONE VOLT SA,FRANCE,,,,,40.0,,
DROP S.R.L.,ITALY,E-COMMERCE,,,,8273.0,,
DROPBOX,,"['TECH', 'SOFTWARE']",,8700000000.0,2290000000.0,2667.0,,
"DROPBOX, INC.",UNITED STATES,,,,,2667.0,,MR. ANDREW W. HOUSTON
DROPSUITE LIMITED,SINGAPORE,,,,,,,MR. CHARIF  ELANSARI
DRR,GERMANY,,,2630000000.0,,,,
DRUKARNIA PIGA,POLAND,ECOMMERCE,2014.0,,2958705.0,70.0,HTTPS://PIGA.PL,
DRUMS FOOD INTERNATIONAL, INDIA,FOOD PROCESSING,2007.0,,,3.0,,
DRYDOCKS WORLD DUBAI, UNITED ARAB EMIRATES (UAE),PORTS & SHIPPING,1983.0,,,,,
DRYSHIPS INC,ATHENS,MARINE TRANSPORTATION,2004.0,,,,,
DRYTECH PROCESSES (I), INDIA,FOOD PROCESSING,1992.0,,,,,
DRÄGER,LÜBECK,MEDICAL EQUIPMENT,1889.0,,,,,
DRÄGER GROUP,LÜBECK,HEALTHCARE,1889.0,,3027.0,14603.0,WWW.DRAEGER.DE,
DRÄGERWERK AG & CO. KGAA,GERMANY,,,,,14910.0,,
DS GD UK LIMITED,UNITED KINGDOM,PACKAGING ,,5930000000.0,,28864.0,,
DS GLASS,ITALY,RETAIL,2013.0,,8983000.0,7.0,HTTP://WWW.DSGLASS.IT,
DS GROUP, INDIA,FMCG,1929.0,,,,,
DS SMITH,UK,CONSUMER CYCLICAL,1940.0,5400000000.0,8529000.0,29300.0,HTTPS://WWW.DSSMITH.COM/,
DS SPICECO, INDIA,FOOD PROCESSING,1987.0,,,,,
DS-MAX PROPERTIES, INDIA,REAL ESTATE,2007.0,,,,,
DSB,COPENHAGEN,RAILROADS,1885.0,37187000000.0,9201000.0,23000.0,HTTPS://WWW.DSM.COM,DIMITRI DE VREEZE
DSK BANK,SOFIA,BANKS,1951.0,,,,,
DSK TOYOTA,,AUTOMOBILE,2000.0,,,,,
DSM INFOCOM, NETHERLANDS,IT SERVICES & CONSULTING,2004.0,,,,,
DSME (DAEWOO SHIPBUILDING),S. KOREA,,,1510000000.0,,,,
DSPACEGEMOÃŒ(16339947),                        HARJU MAAKOND TALLINN KESKLINNA LINNAOSA TORNIMÃ¤E TN 7-26 10145                            ,OTHER INFORMATION TECHNOLOGY AND COMPUTER SERVICE ACTIVITIES,,,,,,
DSR CORP,SOUTH KOREA,,,,,171.0,,
DST SYSTEMS, UNITED STATES (USA),IT SERVICES & CONSULTING,1969.0,,,,,
DST WORLDWIDE SERVICES,,,,,,,,
DSV - GLOBAL TRANSPORT AND LOGISTICS, DENMARK,LOGISTICS,1976.0,,,77958.0,,MR. JENS BJORN ANDERSEN
DSV PANALPINA,DENMARK,INDUSTRIES,,42490000000.0,26981000.0,56000.0,,JENS BJORN ANDERSEN
DSV TRANSPORT AS,ESTONIA,,,,,,,
"DSW SHOE WAREHOUSE, INC.",UNITED STATES,,,,,,,
DT DREAM,CHINA,DATA MANAGEMENT & ANALYTICS,2015.0,5280000000.0,840000000.0,280.0,HTTPS://DTMIDSTREAM.COM/,
DTAC,,MOBILE SERVICE PROVIDER,,,,,,
DTC WORLD CORPORATION,SINGAPORE,SALES & MARKETING,2006.0,1078000000.0,12.0,31.0,HTTPS://WWW.DTCWORLD.COM.SG/,LYNN GOOD
DTCC SOLUTIONS (UK) LIMITED,UNITED KINGDOM,,,,,,,
DTCOM - DIRECT TO COMPANY SA,BRAZIL,,,,,,,ARYOVALDO MAZZI NETO
DTDC EXPRESS, INDIA,LOGISTICS,1990.0,,,,,
DTE ENERGY, MICHIGAN,"['ENERGY', 'ELECTRICITY', 'UTILITYCOMPANIES']",1996.0,22750000000.0,19390000000.0,10300.0,,JERRY NORCIA
DTE ENERGY COMPANY,UNITED STATES,UTILITIES,1903.0,26410000000.0,14964000.0,10300.0,HTTPS://NEWLOOK.DTEENERGY.COM,MR. GERARD M. ANDERSON
DTEX SYSTEMS CAREERS,SAN JOSE,COMPUTER SOFTWARE,2002.0,,,125.0,WWW.DTEXSYSTEMS.COM,
DTS MASCHINENBAU,GERMANY,INDUSTRIAL GOODS,2012.0,,6.0,62.0,HTTPS://WWW.DTS-MASCHINENBAU.DE/,
DTSS, INDIA,FACILITY MANAGEMENT SERVICES,2008.0,,,,,
DTWYLER,SWITZERLAND,,,3640000000.0,,,,
DU MANN STIFTUNG & CO. KG AUF AKTIEN,BERLIN,PROFE IONAL SERVICES,1963.0,,2243.0,64500.0,WWW.DU MANN.COM,
DU XIAOMAN FINANCIAL,CHINA,,2018.0,,,,,
DUAL ITALIA SPA,ITALY,MANUFACTURING,1926.0,,,,,
DUBAI ELECTRICITY & WATER AUTHORITY (DEWA), UNITED ARAB EMIRATES (UAE),POWER,1992.0,,3160000000.0,,,
DUBAI ISLAMIC BANK, UNITED ARAB EMIRATES,BANKING,1975.0,,3200000000.0,9000.0,,ADNAN ABDUL SHAKOOR CHILWAN
DUBBER CORPORATION LIMITED,AUSTRALIA,,,,,240.0,,
DUBLIN BUS,DUBLIN,TRAVEL & TOURISM,1987.0,,,,,
DUCAT, INDIA,EDUCATION & TRAINING,1999.0,1172000000.0,1191000000.0,,HTTPS://WWW.DUSKIN.CO.JP/ENGLISH/,
DUCATI ENERGIA,BOLOGNA,ELECTRONIC & ELECTRICAL EQUIPMENT,1926.0,,,,,
DUCK CREEK TECHNOLOGIES,USA,SOFTWARE TECH ,2000.0,1500000000.0,260000000.0,1782.0,HTTPS://WWW.DUCKCREEK.COM/,
DUCOMMUN,,"['AEROSPACE', 'ELECTRONICS']",,600000000.0,680000000.0,2480.0,,
DUDDELL STREET ACQUISITION CORP.,HONG KONG,,1904.0,,,27605.0,,MR. MANOJ  JAIN
DUDE PERFECT,FRISCO,ENTERTAINMENT,2009.0,,,,,
DUDHSAGAR DAIRY, INDIA,FOOD PROCESSING,1960.0,,,,,
DUEARITY AB ,SWEDEN,,,,,1.0,,MR. FREDRIK  WESTMAN
"DUESENBERG TECHNOLOGIES, INC.",MALAYSIA,,,,,8.0,,MR. HUN BENG LIM
DUFRY,SWITZERLAND,TRAVEL ,1865.0,4059999999.0,4189000000.0,19946.0,HTTPS://WWW.DUFRY.COM/EN,MR. JULIAN DIAZ GONZALEZ
DUKE REALTY,UNITED STATES,DIVERSIFIED FINANCIALS,1972.0,21930000000.0,1100000000.0,340.0,,JAMES B. CONNOR
DUKES, INDIA,FOOD PROCESSING,1984.0,,,,,
DUKETON MINING LIMITED,AUSTRALIA,,,,,,,
DULSCO, UNITEDARABEMIRATES,RECRUITMENT,1935.0,,,,,
DULUTH HOLDINGS,USA,CLOTHING RETAIL ,1841.0,210000000.0,2165000000.0,6296.0,HTTPS://WWW.DNB.COM/,MR. HAO CHENG  LEE
DUMONT MEDIENGRUPPE GMBH & CO.KG,KÖLN,MEDIA AND ENTERTAINMENT,1620.0,,724.0,4000.0,WWW.DUMONT.DE,
DUN & BRADSTREET,USA,['FINANCIALSERVICES'],1841.0,5890000000.0,2220000000.0,6296.0,WWW.DNB.COM,
"DUN & BRADSTREET HOLDINGS, INC.",UNITED STATES,BASIC MATERIALS,2017.0,39720000000.0,,6296.0,,MR. ANTHONY M. JABBOUR
DUNAMU,SOUTH KOREA,FINTECH,2007.0,,2.0,14.0,HTTPS://DYNAPHOS.COM,
DUNCANS INDUSTRIES, INDIA,FOOD PROCESSING,1859.0,2690000000.0,3460000000.0,14674.0,,
DUNDEE PRECIOUS METALS,CANADA,MINING GOLD-MINING ,,1010000000.0,641000000.0,2159.0,HTTPS://WWW.DUNDEEPRECIOUS.COM/,MR. DAVID  RAE
DUNE ANALYTICS,NORWAY,DATA MANAGEMENT & ANALYTICS,2018.0,,,,,
DUNEDIN INCOME GROWTH INVESTMENT TRUST,,,,,,,,
DUNELM GROUP,UK,CONSUMER CYCLICAL,1979.0,2720000000.0,1574000.0,6519.0,HTTPS://WWW.DUNELM.COM/,MR. NICK  WILKINSON
DUNHILL,,CIGARETTE,,,,,,
DUNI AB,SWEDEN,,,,,2214.0,,MR. ROBERT  DACKESKOG
DUNKIN DONUTS CAREERS,CANTON,RESTAURANTS,1950.0,,,125.0,WWW.DUNKINDONUTS.COM,
DUNKIN' DONUTS, UNITEDSTATES,HOSPITALITY,1950.0,,16649999999.0,,,
DUNLOP, INDIA,TYRE,2014.0,,,,,
DUNLOP AEROSPACE GROUP LIMITED,UNITED KINGDOM,,,,,,,
DUNNES STORES,DUBLIN,BROADLINE RETAILERS,1944.0,,,,,
DUNNHUMBY, ENGLAND,ANALYTICS & KPO,2008.0,,,,,
DUNSINSUNDAYFAKOREDEKOREXSPARK(14841525),,,,,,,,
DUNZO DIGITAL, INDIA,LOGISTICS,1963.0,,,,,
DUOLINGO,USA,EDUCATION INTERNET ,1897.0,3400000000.0,16652999.0,28000.0,HTTPS://WWW.DOW.COM/EN-US,EDWARD D. BREEN
DUOSPACEMTÃŒ(80617996),                        HARJU MAAKOND TALLINN NÃΜMME LINNAOSA RÃ¤NNAKU PST 12 10917                            ,OTHER BUSINESS SUPPORT SERVICE ACTIVITIES N.E.C.,,,,,,
DUPONT, UNITED STATES (USA),CHEMICALS,1802.0,34670000000.0,14180000000.0,28000.0,,
DUPONT DE NEMOURS,USA,CHEMICALS ,2017.0,37130000000.0,16700000000.0,28000.0,,MR. EDWARD D. BREEN
DUR HOSPITALITY COMPANY,SAUDI ARABIA,,,,,,,
DURA AUTOMOTIVE, UNITED STATES,AUTO COMPONENTS,1914.0,,,,,
DURAN DOGAN BASIM VE AMBALAJ SANAYI A.S.,TURKEY,,,,,317.0,,
DURATEC LIMITED,AUSTRALIA,,,,,725.0,,MR. PETER  KING
DURATEX,BRAZIL,,,2545000000.0,1117000.0,,HTTPS://WWW.DURATEX.COM.BR/,
"DURO FELGUERA, SA",SPAIN,,,,,1067.0,,MR. JOSE JAIME ARGUELLES ALVAREZ
DUROPHAN HANDELSGESELLSCHAFT ,GERMANY,CHEMICALS,2011.0,,8.0,28.0,HTTPS://WWW.DUROPHAN.DE/,
DUROSHOX, INDIA,AUTO COMPONENTS,1987.0,,,,,
DUROYAL,,ICE-CREAM,,,,,,
DUSAPRO IMMOBILIEN,GERMANY,PROPERTY,2012.0,7220000000.0,33903865.0,36.0,HTTPS://WWW.DUSAPRO.DE/,
DUSIT THANI FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,THAILAND,,,,,,,
DUSKIN CO. LTD,JAPAN,,,,,3819.0,,MR. TERUJI  YAMAMURA
DUSSMANN SERVICE SRL, ITALY,SERVICES,1969.0,,,,,
DUSTERS TOTAL SOLUTIONS SERVICES, INDIA,FACILITY MANAGEMENT SERVICES,1994.0,,,,,
DUSTIN GROUP AB,SWEDEN,,,1297000000.0,1496000000.0,2373.0,HTTPS://WWW.DUSTINGROUP.COM/EN/,MR. THOMAS  EKMAN
DUTCH BROS,USA,BEVERAGES ,1992.0,5710000000.0,670000000.0,13000.0,HTTP://WWW.DXC.TECHNOLOGY/,
DUTCH LADY MILK INDUSTRIES,MALAYSIA,DAIRY BEVERAGES ,,430000000.0,,,,
DUTCH STAR COMPANIES TWO B.V.,NETHERLANDS,,,,,,,
DUTCHIE,UNITED STATES,E-COMMERCE & DIRECT-TO-CONSUMER,2017.0,,16640000000.0,,,
DUTY FREE INTERNATIONAL LTD,SINGAPORE,,,,,,,
DV BIOMED CO. LTD,TAIWAN,,,,,,,MR. NATHAPHOL  KASAMVILAS
DVARA KGFS, INDIA,FINANCIAL SERVICES,2008.0,,,,,
DVARČIONIŲ KERAMIKA,VILNIUS,BUILDING MATERIALS & FIXTURES,1888.0,,,,,
DVB BANK,FRANKFURT,BANKS,1923.0,,,,,
DVS TECHNOLOGY AG,GERMANY,IT SERVICES & CONSULTING,2017.0,6920000000.0,15370000000.0,1329.0,,DR. CHRISTOPH  MULLER-MEDERER
DW TRANS,FRANCE,TRANSPORT,2012.0,,6802086.0,55.0,HTTPS://WWW.DW-TRANS.FR,
DWARVES FOUNDATION,VIETNAM,TECHNOLOGY,2015.0,,1.0,45.0,HTTPS://DWARVES.FOUNDATION/,
DWD PHARMACEUTICALS, INDIA,PHARMA,1981.0,,,,,
DWD WERBEAGENTUR,GERMANY,ADVERTISING,2014.0,6410000000.0,1876000.0,24.0,HTTP://DEUTSCHEWEBDESIGN.DE,
DWF GROUP PLC,UNITED KINGDOM,[NAN],,7150000000.0,4070000000.0,3861.0,,SIR NIGEL  KNOWLES
DWK LIFE SCIENCES LLC,UNITED STATES,,,,,,,
DWS GROUP GMBH & CO KGAA,GERMANY,FINANCIAL SERVICES,1956.0,8468000000.0,2846000.0,3422.0,HTTP://WWW.DWS.COM/,DR. ASOKA  WOEHRMANN
DXP ENTERPRISES,USA,[NAN],,470000000.0,1260000000.0,2490.0,HTTPS://WWW.DYCOMIND.COM,
DXY,CHINA,HEALTH,2000.0,,,,,
DY POWER CORP,SOUTH KOREA,,,,,361.0,,
"DYACO INTERNATIONAL, INC.",TAIWAN,,,,,,,
DYCASA SOCIEDAD ANÓNIMA,ARGENTINA,,,,,,,
"DYDO GROUP HOLDINGS, INC.",JAPAN,PHARMACEUTICALS BIOTECH ,,2807000000.0,425000000.0,4029.0,HTTPS://WWW.E2OPEN.COM/,MR. MAKOTO  SAKAMOTO
DYE & DURHAM LIMITED,CANADA,,1874.0,2286000000.0,,,HTTPS://DYEDURHAM.COM/,MR. MATTHEW  PROUD
DYFLOWING,ITALY,TECHNOLOGY,2016.0,,1696320.0,30.0,HTTPS://WWW.DYFLOWING.COM/,
DYNA-MAC HOLDINGS LTD,SINGAPORE,,,,,756.0,,MR. AH CHENG  LIM
DYNACAST ITALIA TORINO SPA,ITALY,EDUCATION,2001.0,,9018160.0,27.0,,
DYNACERT INC.,CANADA,,,,,42.0,,MR. MURRAY ERNEST JAMES PAYNE
DYNACONS SYSTEMS & SOLUTIONS, INDIA,IT SERVICES & CONSULTING,1995.0,,,,,
DYNAGREEN ENVIRONMENTAL PROTECTION GROUP,CHINA,,,1861000000.0,,,HTTPS://WWW.DYNAGREEN.COM.CN/EN/,
DYNAMIC BENEFICIAL ACCORD MARKETING, INDIA,INTERNET,2011.0,,,,,
DYNAMIC EFFICIENCY LTD,4KINGSQUARE BRIDGWATER UNITEDKINGDOM TA63YF,,,,,,,
DYNAMIC ELECTRONICS CO. LTD,TAIWAN,,,,,,,MR. KEN  HUANG
DYNAMIC ENGINEERING, UNITEDSTATES,INDUSTRIAL MACHINERY,1982.0,,,2779.0,,MR. RICK M. MCCONNELL
DYNATRACE,USA,SOFTWARE TECH ,2005.0,11740000000.0,929000000.0,2779.0,HTTPS://WWW.DYNATRACE.COM/,RICK M. MCCONNELL
DYNAVAX TECHNOLOGIES CORPORATION,USA,,1996.0,2233000000.0,439000000.0,311.0,HTTPS://WWW.DYNAVAX.COM/,
DYO BOYA FABRIKALARI SANAYI VE TICARET A.S.,TURKEY,,,,,916.0,,
DYSON (COMPANY),ST JAMES POWER STATION,HOUSEHOLD APPLIANCES,1991.0,,,,,
DYTEK SOLUTIONS CAREERS,PHOENIX,INFORMATION TECHNOLOGY & SERVICES,2013.0,,,25.0,WWW.DYTEKSOLUTIONS.COM,
DZI,SOFIA,FULL LINE INSURANCE,1946.0,,,,,
DÄTWYLER,SWITZERLAND,MANUFACTURING ,,3740000000.0,,6805.0,,MR. DIRK  LAMBRECHT
DÉCO,ITALY,INTERIORS,2010.0,,4.0,7.0,HTTPS://WWW.DECODECKING.IT,
DÉESSE VIVANTE BIOMED,TAIWAN,BEAUTY,2011.0,,62.0,,HTTPS://WWW.DVBIOMED.COM/,
DÖHLER GROUP SE,DARMSTADT,FOODS AND BEVERAGES,1838.0,,1813.0,6000.0,WWW.DOEHLER.COM,
DÜRR,GERMANY,,,2520000000.0,,,,
DÜRR AG,STUTTGART,INDUSTRIAL MACHINERY,1895.0,,,,,
DÜRR AKTIENGESELLSCHAFT,GERMANY,,,,,16110.0,,DR. JOCHEN  WEYRAUCH
E & M COMPUTING LTD,ISRAEL,,,,,1091.0,,MR. YORAM  NOIMAN
E G R INTERIORS LIMITED,23ATHEPRECINCT LONDONROAD WATERLOOVILLE HAMPSHIRE UNITEDKINGDOM PO77DT,,,,,,,
E INC (E AUTOMOTIVE),CANADA,SOFTWARE TECH ,1968.0,170000000.0,1300000000.0,13.0,HTTPS://WWW.EMPIRE.CA/,DUNCAN N. R.
E PACK POLYMERS, INDIA,PACKAGING,1999.0,,,,,
E&P FINANCIAL GROUP LIMITED,AUSTRALIA,,,,,,,MR. PETER MCKENZIE ANDERSON
E-ADVISORS OU,ESTONIA,,,,,,,
E-ATTESTATIONS,FRANCE,TECHNOLOGY,2008.0,,4891866.0,28.0,HTTPS://WWW.E-ATTESTATIONS.COM,MR. PHILIPPE  GIRARD
E-CENTRIC SOLUTIONS, INDIA,IT SERVICES & CONSULTING,2002.0,,,,,
E-DISTRIBUZIONE SPA, ITALY,"TRANSPORTATION, COMMUNICATIONS, ELECTRIC, GAS, AND SANITARY SERVICES",1999.0,,,,,
E-FINANTSPARTNEROÃŒ(11593026),                        HARJU MAAKOND RAASIKU VALD ARUKÃ¼LA ALEVIK TALLINNA MNT 13 75201                            ,"BOOKKEEPING, TAX CONSULTING",,,,,,
E-LIFE CORP,TAIWAN,,,,,1667.0,,
E-MART, SOUTH KOREA,RETAILING,1993.0,4302000000.0,21800000000.0,25214.0,HTTP://WWW.EMARTCOMPANY.COM/EN/MAIN.DO,GAB-SOO LEE
E-MEDITEK TPA SERVICES, INDIA,INSURANCE,2000.0,,,,,
E-NG,GERMANY,ENERGY,2014.0,25510000000.0,5630000.0,9.0,HTTPS://WWW.E-NG.DE,LEONHARD BIRNBAUM
E-NOVIA,ITALY,SUPPORT SERVICES,2012.0,,5.0,73.0,HTTPS://WWW.E-NOVIA.IT,
E-PLUS,DÜSSELDORF,MOBILE TELECOMMUNICATIONS,1992.0,,,,,
E-POL / PERSONALIZZALO,ITALY,ECOMMERCE,2012.0,,16089160.0,12.0,HTTPS://WWW.E-POL.IT/,
E-SOLUTIONS, UNITED STATES,RECRUITMENT,2003.0,,,,,
E-TECH BUILDING SERVICES,SINGAPORE,SUPPORT SERVICES,1990.0,,6.0,180.0,HTTPS://WWW.E-TECH.COM.SG/,
E-THERAPEUTICS PLC,UNITED KINGDOM,,,,,33.0,,MR. AHMAD ALI MORTAZAVI
E-ZEST, INDIA,IT SERVICES & CONSULTING,2000.0,,,,,
E. & J. GALLO WINERY,UNITED STATES,,,,,,,
E. BREUNINGER,STUTTGART,RETAIL,1881.0,,798.0,5373.0,WWW.BREUNINGER.COM,
E. I. DU PONT DE NEMOURS AND COMPANY,USA,MEDIA-PRESS ,1897.0,6000000000.0,15655000.0,28000.0,HTTPS://WWW.DUPONT.COM/,
E. MARINELLA,NAPLES,CLOTHING & ACCESSORIES,1914.0,,,,,
E. W. SCRIPPS COMPANY,,['MEDIAPRESS'],,1240000000.0,2350000000.0,5600.0,,
E. WEDEL,WARSAW,CONFECTIONARY,1851.0,,,,,
E.G.O. BLANC UND FISCHER & CO. GMBH,OBERDERDINGEN,TECHNOLOGY,1925.0,,1405.0,6000.0,WWW.BLANC-FISCHER.COM,
E.I.D PARRY (INDIA),INDIA,TECHNOLOGY,2012.0,1130000000.0,2084000000.0,37.0,HTTP://WWW.EIDPARRY.COM/,
E.L.F. BEAUTY,USA,COSMETICS ,1997.0,1604000000.0,392000000.0,267.0,HTTPS://WWW.ELFCOSMETICS.COM/,
E.M.S. EURO MANAGEMENT SERVICES SPA, ITALY,"FINANCE, INSURANCE, AND REAL ESTATE",1984.0,,,,,
E.N. SHOHAM BUSINESS LTD,ISRAEL,,,,,11.0,,MR. ELI  NIDAM
E.ON,GERMANY,[NAN],2000.0,28180000000.0,107920000000.0,70298.0,HTTPS://WWW.EATON.COM,LEONHARD BIRNBAUM
E.ON ENERGIA SPA, ITALY,"TRANSPORTATION, COMMUNICATIONS, ELECTRIC, GAS, AND SANITARY SERVICES",2004.0,,,,,
E.ON SE,GERMANY,UTILITIES,,31120000000.0,77335000.0,78126.0,,LEONHARD BIRNBAUM
E.SUN BANK,TAIWAN,FINANCIAL-SERVICES BANKS ,1992.0,11430000000.0,3100000000.0,8783.0,HTTPS://WWW.ESUNFHC.COM/EN,NAN CHOU HUANG
E/D/E GROUP,WUPPERTAL,INDUSTRIAL MANUFACTURING,1931.0,3741000000.0,6852.0,1103.0,WWW.EDE.DE,SHI QI
E2E NETWORKS, INDIA,IT SERVICES & CONSULTING,2009.0,,,,,
E2E RESEARCH SERVICES,INDIA,MEDIA,2011.0,,2.0,122.0,HTTPS://WWW.E2ERESEARCH.COM/,
E2LOGY SOFTWARE SOLUTIONS, INDIA,IT SERVICES & CONSULTING,2005.0,,,,,
E2OPEN,USA,"['SOFTWARE', 'TECH']",2000.0,1830000000.0,600000000.0,3682.0,,
E3 METALS CORP,CANADA,,,,,,,"MR. CHRISTOPHER  DOORNBOS B.SC (HONS), MAUSIMM, P.GEO, P.GEO."
E3D-ONLINE,UNITED KINGDOM,INDUSTRIAL GOODS,2013.0,,7.0,41.0,HTTPS://E3D-ONLINE.COM/,
EA DICE,STOCKHOLM,SOFTWARE,1992.0,,,,,
EAB GROUP OYJ,FINLAND,,,,,81.0,,MS. RAISA  FRIBERG
EAGERS AUTOMOTIVE LIMITED,AUSTRALIA,,,,,8537.0,,MR. DANIEL  RILEY
EAGLE BANCORP,USA,TRANSPORTATION MARITIME-TRANSPORTATION ,1981.0,1400000000.0,1861000.0,2300.0,HTTP://WWW.EAGLEMATERIALS.COM,DOMINIC NG
EAGLE EYE SOLUTIONS GROUP PLC,UNITED KINGDOM,,,,,158.0,,MR. TIMOTHY JOHN ROLLIT MASON
EAGLE MATERIALS INC.,UNITED STATES,,,,,2200.0,,MR. MICHAEL R. HAACK
EAGLE NICE ,HONG KONG,,,,,13000.0,,MR. YUK SING  CHUNG
EAGLEBURGMANN, GERMANY,INDUSTRIAL MACHINERY,1884.0,,,,,
EAGLEPROJECTS,ITALY,TELECOMS,2016.0,,15140480.0,287.0,HTTPS://WWW.EAGLEPROJECTS.IT/,
EAGLES OAK SRL, ITALY,"FINANCE, INSURANCE, AND REAL ESTATE",2016.0,,,,,
EAGLETRANSPORTOÃŒ(12940317),                        TARTU MAAKOND TARTU LINN TARTU LINN TEGURI TN 30 51013                            ,REMOVAL SERVICES,,,,,,
EARNIX,ISRAEL,FINTECH,2001.0,,,,,
EARTH CORP,JAPAN,TECHNOLOGY,2013.0,1178000000.0,1487000000.0,4255.0,HTTPS://WWW.EARTH.JP/EN/,MR. KATSUNORI  KAWABATA
EARTH INFRASTRUCTURE, INDIA,REAL ESTATE,2007.0,1180000000.0,,,,
EARTH TECH ENVIRONMENT PUBLIC COMPANY LTD,THAILAND,,,1068000000.0,326000000.0,,HTTP://WWW.EPG.CO.TH/,MR. SUPAWAT  KHUNWORAVINIJ
EARTHASIA INTERNATIONAL HOLDINGS LTD,HONG KONG,,,,,472.0,,MR. YICK YAN  CHAN
EAS,ATHENS,DEFENSE,2004.0,,,,,
EASE2PAY N.V.,NETHERLANDS,,,,,5.0,,
EASEMYTRIP,INDIA,ONLINE-TRAVEL TRAVEL INTERNET TECH ,2008.0,1190000000.0,,,,
EASO MAGNO,SPAIN,BEAUTY,2017.0,10500000000.0,3061854.0,5.0,HTTPS://WWW.EASOMAGNO.ES/,
EASON & SON,DUBLIN,SPECIALTY RETAILERS,1819.0,,,,,
"EAST AFRICA METALS, INC.",CANADA,VIDEO-GAMES ENTERTAINMENT ,,54800000.0,,,,"MR. ANDREW LEE SMITH B.SC, B.SC., P.GEO."
EAST AFRICAN (I) OVERSEAS DEHRADUN, INDIA,PHARMA,1980.0,,,,,
EAST CAPITAL REAL ESTATE AS,ESTONIA,,,,,,,
EAST CHINA ENGINEERING SCIENCE AND TECHNOLOGY,CHINA,,,897000000.0,,,HTTP://WWW.CHINAECEC.COM/,
EAST COAST BAKEHOUSE,IRELAND,FOOD & BEVERAGE,2015.0,,3801000.0,43.0,HTTPS://EASTCOASTBAKEHOUSE.COM,
EAST ENERGY RESOURCES LIMITED,AUSTRALIA,,,,,,,
EAST INDIA DISTILLERIES PARRY,INDIA,FOOD ,,1200000000.0,,,,
EAST INDIA TECHNOLOGIES, INDIA,ELECTRONICS MANUFACTURING,1989.0,,,,,
EAST INDIA UDYOG, INDIA,ELECTRICAL EQUIPMENT,1966.0,,,,,
EAST JAPAN RAILWAY,JAPAN,RAILWAYS TRANSPORTATION ,1987.0,21450000000.0,17670000000.0,71973.0,HTTPS://WWW.JREAST.CO.JP,TETSURO TOMITA
EAST MONEY INFORMATION,CHINA,[NAN],,44410000000.0,1120000000.0,5696.0,,
"EAST WEST MANUFACTURING, LLC",UNITED STATES,CHEMICALS,1920.0,,10480000000.0,82.0,,MR. MARSHALL A. LOEB
EAST WEST SEEDS, THAILAND,FMCG,1982.0,,,,,
"EAST WIND FOOTWEAR COMPANY LTD.,",,FASHION & TEXTILE,,,,,,
